Einkaufspreis;Kanal;Datum;Jahr;Quartal;Monat;Wochentag;Anzahl Bestellungen;Wareneinsatz;Anzahl Artikelstück;Anzahl Bundle;Nettoumsatz;RE1;RE2
 5-10€;teufel-shop;2018-12-11;2018;2018-04-01;2018-12-01;1;24.91;643.01;137.0;0.0;978.51;352.96;145.41
 > 50€;teufel-shop;2018-12-11;2018;2018-04-01;2018-12-01;1;17.85;2508.81;38.0;0.0;3512.0;1062.94;939.18
10-25€;teufel-shop;2018-12-11;2018;2018-04-01;2018-12-01;1;50.8;2241.67;192.0;0.0;3282.9;1078.3;666.21
25-50€;teufel-shop;2018-12-11;2018;2018-04-01;2018-12-01;1;25.14;2469.11;92.0;0.0;3499.28;1071.33;850.05
 0- 5€;teufel-ebay;2018-12-11;2018;2018-04-01;2018-12-01;1;39.0;104.98;60.0;0.0;310.96;210.68;-5.27
 5-10€;teufel-ebay;2018-12-11;2018;2018-04-01;2018-12-01;1;25.0;165.71;29.0;0.0;345.0;184.55;30.39
 > 50€;teufel-ebay;2018-12-11;2018;2018-04-01;2018-12-01;1;6.0;585.19;6.0;1.0;709.67;159.91;44.76
10-25€;teufel-ebay;2018-12-11;2018;2018-04-01;2018-12-01;1;21.0;351.9;29.0;3.0;618.86;274.11;105.17
25-50€;teufel-ebay;2018-12-11;2018;2018-04-01;2018-12-01;1;18.0;684.95;25.0;1.0;1051.38;382.47;183.4
 0- 5€;teufel-daparto;2018-12-11;2018;2018-04-01;2018-12-01;1;1.0;3.6;2.0;0.0;9.9;6.3;1.29
 5-10€;teufel-daparto;2018-12-11;2018;2018-04-01;2018-12-01;1;1.66;22.6;3.0;0.0;39.63;17.03;5.66
10-25€;teufel-daparto;2018-12-11;2018;2018-04-01;2018-12-01;1;3.33;73.09;6.0;0.0;123.38;50.29;25.39
25-50€;teufel-daparto;2018-12-11;2018;2018-04-01;2018-12-01;1;1.0;42.58;1.0;0.0;59.61;17.03;7.41
 0- 5€;partsrunner-ebay;2018-12-11;2018;2018-04-01;2018-12-01;1;52.99;27.41;139.0;8.0;437.25;414.36;162.07
 5-10€;partsrunner-ebay;2018-12-11;2018;2018-04-01;2018-12-01;1;19.0;139.78;23.0;2.0;340.39;208.34;66.79
 > 50€;partsrunner-ebay;2018-12-11;2018;2018-04-01;2018-12-01;1;9.0;566.71;10.0;1.0;812.35;277.56;124.42
10-25€;partsrunner-ebay;2018-12-11;2018;2018-04-01;2018-12-01;1;42.0;669.38;47.0;3.0;1175.5;522.97;190.48
25-50€;partsrunner-ebay;2018-12-11;2018;2018-04-01;2018-12-01;1;15.0;613.36;19.0;4.0;971.34;372.43;180.46
 0- 5€;partsrunner-daparto;2018-12-11;2018;2018-04-01;2018-12-01;1;5.83;30.23;11.0;0.0;68.19;37.96;-1.8
 5-10€;partsrunner-daparto;2018-12-11;2018;2018-04-01;2018-12-01;1;4.83;45.12;8.0;0.0;90.52;45.4;15.36
 > 50€;partsrunner-daparto;2018-12-11;2018;2018-04-01;2018-12-01;1;4.61;583.32;12.0;0.0;795.56;212.24;118.02
10-25€;partsrunner-daparto;2018-12-11;2018;2018-04-01;2018-12-01;1;5.71;211.41;15.0;0.0;308.75;100.94;33.37
25-50€;partsrunner-daparto;2018-12-11;2018;2018-04-01;2018-12-01;1;3.99;210.86;12.0;0.0;319.89;109.03;55.24
 0- 5€;teufel-tyre24;2018-12-11;2018;2018-04-01;2018-12-01;1;2.03;11.03;5.0;0.0;230.85;219.82;-2.46
 5-10€;teufel-tyre24;2018-12-11;2018;2018-04-01;2018-12-01;1;1.85;35.93;5.0;0.0;51.97;16.04;-10.94
 > 50€;teufel-tyre24;2018-12-11;2018;2018-04-01;2018-12-01;1;9.5;1184.8;43.0;0.0;1615.21;430.41;238.98
10-25€;teufel-tyre24;2018-12-11;2018;2018-04-01;2018-12-01;1;8.27;361.29;24.0;0.0;529.48;168.19;72.67
25-50€;teufel-tyre24;2018-12-11;2018;2018-04-01;2018-12-01;1;8.33;418.22;16.0;0.0;602.21;183.99;88.71
 0- 5€;partsrunner-tyre24;2018-12-11;2018;2018-04-01;2018-12-01;1;0.85;9.94;7.0;0.0;16.05;6.11;-6.91
10-25€;partsrunner-tyre24;2018-12-11;2018;2018-04-01;2018-12-01;1;0.17;23.61;1.0;0.0;32.44;8.83;4.47
 0- 5€;teufel-shop;2018-12-12;2018;2018-04-01;2018-12-01;2;32.74;427.72;188.0;0.0;1252.79;826.2;63.29
 5-10€;teufel-shop;2018-12-12;2018;2018-04-01;2018-12-01;2;29.62;834.6;166.0;0.0;1359.54;533.32;266.53
 > 50€;teufel-shop;2018-12-12;2018;2018-04-01;2018-12-01;2;19.68;2915.5;167.0;0.0;3879.49;1034.15;920.35
10-25€;teufel-shop;2018-12-12;2018;2018-04-01;2018-12-01;2;36.85;2193.28;182.0;0.0;3202.3;1020.42;703.2
25-50€;teufel-shop;2018-12-12;2018;2018-04-01;2018-12-01;2;25.08;2535.51;128.0;0.0;3565.4;1072.56;866.59
 0- 5€;teufel-ebay;2018-12-12;2018;2018-04-01;2018-12-01;2;36.65;87.87;73.0;3.0;532.52;444.65;79.97
 5-10€;teufel-ebay;2018-12-12;2018;2018-04-01;2018-12-01;2;21.0;157.21;24.0;1.0;344.34;187.13;51.48
 > 50€;teufel-ebay;2018-12-12;2018;2018-04-01;2018-12-01;2;12.0;1018.15;14.0;0.0;1320.56;369.74;147.74
10-25€;teufel-ebay;2018-12-12;2018;2018-04-01;2018-12-01;2;33.33;520.91;37.0;2.0;914.06;397.54;151.53
25-50€;teufel-ebay;2018-12-12;2018;2018-04-01;2018-12-01;2;16.0;608.83;24.0;2.0;951.79;359.08;169.6
 0- 5€;teufel-daparto;2018-12-12;2018;2018-04-01;2018-12-01;2;0.26;6.7;2.0;0.0;10.71;4.01;-0.16
 5-10€;teufel-daparto;2018-12-12;2018;2018-04-01;2018-12-01;2;1.26;22.43;3.0;0.0;38.15;15.72;5.05
 > 50€;teufel-daparto;2018-12-12;2018;2018-04-01;2018-12-01;2;1.0;60.11;1.0;0.0;83.86;23.75;12.45
10-25€;teufel-daparto;2018-12-12;2018;2018-04-01;2018-12-01;2;1.39;75.07;5.0;0.0;113.81;38.74;19.19
25-50€;teufel-daparto;2018-12-12;2018;2018-04-01;2018-12-01;2;1.13;72.16;3.0;0.0;104.89;32.73;18.02
 0- 5€;partsrunner-ebay;2018-12-12;2018;2018-04-01;2018-12-01;2;33.0;39.33;81.0;3.0;376.54;337.21;100.98
 5-10€;partsrunner-ebay;2018-12-12;2018;2018-04-01;2018-12-01;2;25.0;166.55;26.0;0.0;339.61;176.17;27.6
 > 50€;partsrunner-ebay;2018-12-12;2018;2018-04-01;2018-12-01;2;13.0;885.6;18.0;0.0;1287.63;431.81;234.42
10-25€;partsrunner-ebay;2018-12-12;2018;2018-04-01;2018-12-01;2;30.0;392.69;35.0;2.0;699.26;329.07;85.57
25-50€;partsrunner-ebay;2018-12-12;2018;2018-04-01;2018-12-01;2;8.0;338.12;8.0;2.0;554.48;216.36;120.97
 0- 5€;partsrunner-daparto;2018-12-12;2018;2018-04-01;2018-12-01;2;2.5;9.85;4.0;0.0;27.37;17.52;2.19
 5-10€;partsrunner-daparto;2018-12-12;2018;2018-04-01;2018-12-01;2;3.0;20.23;3.0;0.0;41.69;21.46;5.54
 > 50€;partsrunner-daparto;2018-12-12;2018;2018-04-01;2018-12-01;2;5.0;527.52;11.0;0.0;737.77;210.25;125.63
10-25€;partsrunner-daparto;2018-12-12;2018;2018-04-01;2018-12-01;2;4.49;92.52;18.0;0.0;151.51;63.94;14.61
25-50€;partsrunner-daparto;2018-12-12;2018;2018-04-01;2018-12-01;2;6.0;258.19;34.0;0.0;373.4;115.21;51.83
 0- 5€;teufel-tyre24;2018-12-12;2018;2018-04-01;2018-12-01;2;0.45;2.88;2.0;0.0;6.37;3.49;-4.09
 5-10€;teufel-tyre24;2018-12-12;2018;2018-04-01;2018-12-01;2;3.03;56.38;9.0;0.0;83.08;26.7;-1.84
 > 50€;teufel-tyre24;2018-12-12;2018;2018-04-01;2018-12-01;2;8.0;832.68;10.0;0.0;1077.5;244.82;138.51
10-25€;teufel-tyre24;2018-12-12;2018;2018-04-01;2018-12-01;2;6.15;202.56;18.0;0.0;295.11;92.55;38.37
25-50€;teufel-tyre24;2018-12-12;2018;2018-04-01;2018-12-01;2;7.36;374.52;12.0;0.0;505.48;130.96;50.72
 0- 5€;partsrunner-tyre24;2018-12-12;2018;2018-04-01;2018-12-01;2;0.33;4.55;1.0;0.0;6.94;2.39;-1.89
 > 50€;partsrunner-tyre24;2018-12-12;2018;2018-04-01;2018-12-01;2;1.5;190.07;13.0;0.0;281.28;91.21;67.11
10-25€;partsrunner-tyre24;2018-12-12;2018;2018-04-01;2018-12-01;2;1.33;13.54;3.0;0.0;49.69;39.17;28.46
25-50€;partsrunner-tyre24;2018-12-12;2018;2018-04-01;2018-12-01;2;0.83;69.19;7.0;0.0;103.11;33.92;21.19
 0- 5€;teufel-shop;2018-12-13;2018;2018-04-01;2018-12-01;3;19.29;220.12;115.0;0.0;488.9;268.78;31.44
 5-10€;teufel-shop;2018-12-13;2018;2018-04-01;2018-12-01;3;17.31;483.72;107.0;0.0;786.27;302.55;142.81
 > 50€;teufel-shop;2018-12-13;2018;2018-04-01;2018-12-01;3;13.98;2096.26;35.0;0.0;2808.84;738.24;637.64
10-25€;teufel-shop;2018-12-13;2018;2018-04-01;2018-12-01;3;49.99;2007.77;202.0;0.0;3052.25;1081.12;686.5
25-50€;teufel-shop;2018-12-13;2018;2018-04-01;2018-12-01;3;18.58;1751.49;66.0;0.0;2538.31;809.28;613.32
 0- 5€;teufel-ebay;2018-12-13;2018;2018-04-01;2018-12-01;3;41.98;115.64;73.0;1.0;365.05;249.41;41.19
 5-10€;teufel-ebay;2018-12-13;2018;2018-04-01;2018-12-01;3;24.5;155.48;29.0;1.0;368.88;218.26;50.55
 > 50€;teufel-ebay;2018-12-13;2018;2018-04-01;2018-12-01;3;12.0;1175.93;13.0;1.0;1578.06;455.61;209.48
10-25€;teufel-ebay;2018-12-13;2018;2018-04-01;2018-12-01;3;32.0;519.08;43.0;1.0;901.23;389.81;146.76
25-50€;teufel-ebay;2018-12-13;2018;2018-04-01;2018-12-01;3;14.5;666.65;17.0;3.0;1047.45;387.98;188.2
 0- 5€;teufel-daparto;2018-12-13;2018;2018-04-01;2018-12-01;3;3.24;19.63;8.0;0.0;43.25;23.62;0.42
 5-10€;teufel-daparto;2018-12-13;2018;2018-04-01;2018-12-01;3;3.75;44.48;6.0;0.0;84.29;39.81;12.78
 > 50€;teufel-daparto;2018-12-13;2018;2018-04-01;2018-12-01;3;0.25;114.16;1.0;0.0;156.18;42.02;26.26
10-25€;teufel-daparto;2018-12-13;2018;2018-04-01;2018-12-01;3;3.5;44.0;21.0;0.0;72.44;31.7;6.05
25-50€;teufel-daparto;2018-12-13;2018;2018-04-01;2018-12-01;3;1.25;86.18;4.0;0.0;129.48;43.3;25.65
 0- 5€;partsrunner-ebay;2018-12-13;2018;2018-04-01;2018-12-01;3;42.0;65.48;88.0;4.0;317.54;254.21;65.93
 5-10€;partsrunner-ebay;2018-12-13;2018;2018-04-01;2018-12-01;3;22.0;159.38;27.0;0.0;337.84;180.37;29.62
 > 50€;partsrunner-ebay;2018-12-13;2018;2018-04-01;2018-12-01;3;4.33;701.2;5.0;0.0;998.32;293.97;166.02
10-25€;partsrunner-ebay;2018-12-13;2018;2018-04-01;2018-12-01;3;38.16;698.88;47.0;8.0;1340.55;660.98;247.86
25-50€;partsrunner-ebay;2018-12-13;2018;2018-04-01;2018-12-01;3;21.5;730.88;24.0;0.0;1112.49;391.11;179.19
 0- 5€;partsrunner-daparto;2018-12-13;2018;2018-04-01;2018-12-01;3;1.0;2.31;1.0;0.0;8.16;5.85;1.03
 5-10€;partsrunner-daparto;2018-12-13;2018;2018-04-01;2018-12-01;3;3.49;50.72;12.0;0.0;92.35;41.63;13.58
 > 50€;partsrunner-daparto;2018-12-13;2018;2018-04-01;2018-12-01;3;4.0;175.41;4.0;0.0;241.16;87.61;37.7
10-25€;partsrunner-daparto;2018-12-13;2018;2018-04-01;2018-12-01;3;5.0;84.44;39.0;0.0;140.08;55.64;16.89
25-50€;partsrunner-daparto;2018-12-13;2018;2018-04-01;2018-12-01;3;6.5;225.52;17.0;0.0;326.38;107.7;47.45
 0- 5€;teufel-tyre24;2018-12-13;2018;2018-04-01;2018-12-01;3;2.96;22.47;8.0;0.0;35.88;13.41;-14.16
 5-10€;teufel-tyre24;2018-12-13;2018;2018-04-01;2018-12-01;3;3.62;46.85;6.0;0.0;66.4;19.55;-9.59
 > 50€;teufel-tyre24;2018-12-13;2018;2018-04-01;2018-12-01;3;4.66;553.7;6.0;0.0;750.45;196.75;125.49
10-25€;teufel-tyre24;2018-12-13;2018;2018-04-01;2018-12-01;3;4.77;210.0;16.0;0.0;311.13;101.13;30.47
25-50€;teufel-tyre24;2018-12-13;2018;2018-04-01;2018-12-01;3;11.0;474.12;19.0;0.0;650.42;176.3;75.45
10-25€;partsrunner-tyre24;2018-12-13;2018;2018-04-01;2018-12-01;3;1.0;14.74;1.0;0.0;21.28;6.54;0.71
 0- 5€;teufel-shop;2018-12-14;2018;2018-04-01;2018-12-01;4;17.35;205.42;91.0;0.0;553.45;347.5;19.34
 5-10€;teufel-shop;2018-12-14;2018;2018-04-01;2018-12-01;4;11.46;248.07;55.0;0.0;409.71;160.35;72.03
 > 50€;teufel-shop;2018-12-14;2018;2018-04-01;2018-12-01;4;18.36;2032.89;32.0;0.0;2798.94;822.99;707.72
10-25€;teufel-shop;2018-12-14;2018;2018-04-01;2018-12-01;4;27.55;995.57;116.0;0.0;1524.92;570.89;347.93
25-50€;teufel-shop;2018-12-14;2018;2018-04-01;2018-12-01;4;14.13;1025.67;46.0;0.0;1478.79;453.12;360.32
 0- 5€;teufel-ebay;2018-12-14;2018;2018-04-01;2018-12-01;4;31.0;75.52;40.0;2.0;283.84;209.84;26.77
 5-10€;teufel-ebay;2018-12-14;2018;2018-04-01;2018-12-01;4;22.33;159.79;25.0;0.0;314.39;157.71;10.54
 > 50€;teufel-ebay;2018-12-14;2018;2018-04-01;2018-12-01;4;10.0;1216.66;14.0;0.0;1671.6;454.94;252.89
10-25€;teufel-ebay;2018-12-14;2018;2018-04-01;2018-12-01;4;20.33;379.15;30.0;0.0;583.85;216.86;59.13
25-50€;teufel-ebay;2018-12-14;2018;2018-04-01;2018-12-01;4;15.33;526.14;30.0;1.0;851.57;325.35;141.21
 0- 5€;teufel-daparto;2018-12-14;2018;2018-04-01;2018-12-01;4;4.02;20.85;10.0;0.0;51.43;30.58;1.99
 5-10€;teufel-daparto;2018-12-14;2018;2018-04-01;2018-12-01;4;3.13;38.24;5.0;0.0;67.71;29.47;7.29
10-25€;teufel-daparto;2018-12-14;2018;2018-04-01;2018-12-01;4;3.89;122.89;13.0;0.0;194.04;71.15;33.3
 0- 5€;partsrunner-ebay;2018-12-14;2018;2018-04-01;2018-12-01;4;36.99;90.34;62.0;0.0;364.99;274.65;18.71
 5-10€;partsrunner-ebay;2018-12-14;2018;2018-04-01;2018-12-01;4;13.0;101.41;14.0;1.0;255.65;154.24;51.63
 > 50€;partsrunner-ebay;2018-12-14;2018;2018-04-01;2018-12-01;4;10.0;777.36;14.0;0.0;1105.01;343.93;168.75
10-25€;partsrunner-ebay;2018-12-14;2018;2018-04-01;2018-12-01;4;29.5;533.79;43.0;4.0;1000.34;478.84;210.79
25-50€;partsrunner-ebay;2018-12-14;2018;2018-04-01;2018-12-01;4;12.5;410.68;25.0;2.0;667.42;297.28;124.08
 0- 5€;partsrunner-daparto;2018-12-14;2018;2018-04-01;2018-12-01;4;4.0;11.02;4.0;0.0;36.15;25.13;5.56
 5-10€;partsrunner-daparto;2018-12-14;2018;2018-04-01;2018-12-01;4;3.0;45.83;6.0;0.0;78.39;32.56;5.43
 > 50€;partsrunner-daparto;2018-12-14;2018;2018-04-01;2018-12-01;4;4.5;502.33;14.0;0.0;510.49;26.42;-52.81
10-25€;partsrunner-daparto;2018-12-14;2018;2018-04-01;2018-12-01;4;4.0;50.5;4.0;0.0;81.52;33.77;5.75
25-50€;partsrunner-daparto;2018-12-14;2018;2018-04-01;2018-12-01;4;3.5;229.53;10.0;0.0;333.12;103.59;53.74
 0- 5€;teufel-tyre24;2018-12-14;2018;2018-04-01;2018-12-01;4;0.5;4.96;2.0;0.0;41.47;36.51;1.35
 5-10€;teufel-tyre24;2018-12-14;2018;2018-04-01;2018-12-01;4;1.95;30.1;5.0;0.0;47.73;17.63;1.57
 > 50€;teufel-tyre24;2018-12-14;2018;2018-04-01;2018-12-01;4;8.0;691.87;9.0;0.0;906.64;214.77;123.97
10-25€;teufel-tyre24;2018-12-14;2018;2018-04-01;2018-12-01;4;6.05;147.86;21.0;0.0;220.65;72.79;26.37
25-50€;teufel-tyre24;2018-12-14;2018;2018-04-01;2018-12-01;4;6.5;310.13;11.0;0.0;433.96;123.83;55.84
10-25€;partsrunner-tyre24;2018-12-14;2018;2018-04-01;2018-12-01;4;1.0;10.45;1.0;0.0;14.38;3.93;-1.48
25-50€;partsrunner-tyre24;2018-12-14;2018;2018-04-01;2018-12-01;4;1.0;33.16;2.0;0.0;43.56;10.4;3.24
 0- 5€;teufel-shop;2018-12-15;2018;2018-04-01;2018-12-01;5;14.19;160.69;67.0;0.0;576.6;418.11;-8.96
 5-10€;teufel-shop;2018-12-15;2018;2018-04-01;2018-12-01;5;10.93;323.76;48.0;0.0;513.76;191.5;65.43
 > 50€;teufel-shop;2018-12-15;2018;2018-04-01;2018-12-01;5;8.55;875.21;17.0;0.0;1128.59;338.95;255.35
10-25€;teufel-shop;2018-12-15;2018;2018-04-01;2018-12-01;5;20.47;748.71;81.0;0.0;1127.39;382.01;234.39
25-50€;teufel-shop;2018-12-15;2018;2018-04-01;2018-12-01;5;15.82;1281.61;45.0;0.0;1847.52;565.91;438.57
 0- 5€;teufel-ebay;2018-12-15;2018;2018-04-01;2018-12-01;5;32.66;68.16;58.0;3.0;265.26;197.1;44.95
 5-10€;teufel-ebay;2018-12-15;2018;2018-04-01;2018-12-01;5;12.33;116.99;17.0;4.0;335.95;218.96;106.18
 > 50€;teufel-ebay;2018-12-15;2018;2018-04-01;2018-12-01;5;5.0;430.03;10.0;0.0;605.73;175.7;91.72
10-25€;teufel-ebay;2018-12-15;2018;2018-04-01;2018-12-01;5;23.0;346.26;26.0;0.0;560.71;222.02;57.69
25-50€;teufel-ebay;2018-12-15;2018;2018-04-01;2018-12-01;5;16.0;639.86;18.0;2.0;984.31;344.45;166.89
 0- 5€;teufel-daparto;2018-12-15;2018;2018-04-01;2018-12-01;5;3.55;34.9;24.0;0.0;70.0;35.1;-2.05
 5-10€;teufel-daparto;2018-12-15;2018;2018-04-01;2018-12-01;5;4.4;75.81;17.0;0.0;132.48;56.67;16.02
 > 50€;teufel-daparto;2018-12-15;2018;2018-04-01;2018-12-01;5;0.5;75.4;1.0;0.0;104.81;29.41;17.82
10-25€;teufel-daparto;2018-12-15;2018;2018-04-01;2018-12-01;5;3.58;63.21;5.0;0.0;101.97;38.76;13.59
 0- 5€;partsrunner-ebay;2018-12-15;2018;2018-04-01;2018-12-01;5;23.5;33.79;53.0;3.0;257.0;223.21;56.13
 5-10€;partsrunner-ebay;2018-12-15;2018;2018-04-01;2018-12-01;5;10.5;83.68;13.0;0.0;178.08;94.4;28.71
 > 50€;partsrunner-ebay;2018-12-15;2018;2018-04-01;2018-12-01;5;0.5;0.0;1.0;0.0;-16.52;0.0;-11.75
10-25€;partsrunner-ebay;2018-12-15;2018;2018-04-01;2018-12-01;5;18.0;270.81;21.0;1.0;476.45;211.15;72.47
25-50€;partsrunner-ebay;2018-12-15;2018;2018-04-01;2018-12-01;5;11.5;474.67;16.0;4.0;730.29;284.42;126.6
 0- 5€;partsrunner-daparto;2018-12-15;2018;2018-04-01;2018-12-01;5;2.32;19.5;5.0;0.0;35.48;15.98;-1.01
 5-10€;partsrunner-daparto;2018-12-15;2018;2018-04-01;2018-12-01;5;3.58;59.27;9.0;0.0;98.19;38.92;7.54
 > 50€;partsrunner-daparto;2018-12-15;2018;2018-04-01;2018-12-01;5;3.41;556.84;7.0;0.0;765.04;208.2;119.1
10-25€;partsrunner-daparto;2018-12-15;2018;2018-04-01;2018-12-01;5;9.99;231.51;53.0;0.0;361.69;137.86;50.4
25-50€;partsrunner-daparto;2018-12-15;2018;2018-04-01;2018-12-01;5;5.66;224.33;17.0;0.0;322.96;106.47;45.85
 0- 5€;teufel-tyre24;2018-12-15;2018;2018-04-01;2018-12-01;5;1.5;4.74;3.0;0.0;7.58;2.84;-4.84
 > 50€;teufel-tyre24;2018-12-15;2018;2018-04-01;2018-12-01;5;1.0;114.08;1.0;0.0;142.11;28.03;14.95
10-25€;teufel-tyre24;2018-12-15;2018;2018-04-01;2018-12-01;5;2.83;54.89;5.0;0.0;90.91;47.5;22.28
25-50€;teufel-tyre24;2018-12-15;2018;2018-04-01;2018-12-01;5;2.66;160.85;10.0;0.0;228.88;68.03;34.65
 0- 5€;teufel-shop;2018-12-16;2018;2018-04-01;2018-12-01;6;30.09;444.66;196.0;0.0;969.39;526.66;81.71
 5-10€;teufel-shop;2018-12-16;2018;2018-04-01;2018-12-01;6;26.57;917.15;197.0;0.0;1450.13;535.25;257.99
 > 50€;teufel-shop;2018-12-16;2018;2018-04-01;2018-12-01;6;7.02;1544.13;28.0;0.0;2114.95;615.56;542.04
10-25€;teufel-shop;2018-12-16;2018;2018-04-01;2018-12-01;6;40.73;1944.76;214.0;0.0;2871.47;965.48;634.95
25-50€;teufel-shop;2018-12-16;2018;2018-04-01;2018-12-01;6;25.5;2556.5;112.0;0.0;3601.15;1076.97;875.49
 0- 5€;teufel-ebay;2018-12-16;2018;2018-04-01;2018-12-01;6;43.5;97.92;60.0;3.0;374.01;277.92;43.3
 5-10€;teufel-ebay;2018-12-16;2018;2018-04-01;2018-12-01;6;19.5;159.92;26.0;0.0;375.28;215.36;65.29
 > 50€;teufel-ebay;2018-12-16;2018;2018-04-01;2018-12-01;6;17.0;1469.96;24.0;0.0;2007.63;562.58;278.1
10-25€;teufel-ebay;2018-12-16;2018;2018-04-01;2018-12-01;6;31.0;472.93;33.0;2.0;796.81;331.38;99.74
25-50€;teufel-ebay;2018-12-16;2018;2018-04-01;2018-12-01;6;20.0;669.39;23.0;1.0;899.05;261.47;52.81
 0- 5€;teufel-daparto;2018-12-16;2018;2018-04-01;2018-12-01;6;3.0;14.89;4.0;0.0;35.29;20.4;4.1
 5-10€;teufel-daparto;2018-12-16;2018;2018-04-01;2018-12-01;6;3.33;17.01;4.0;0.0;31.79;16.55;-5.48
 > 50€;teufel-daparto;2018-12-16;2018;2018-04-01;2018-12-01;6;1.0;50.2;4.0;0.0;69.86;19.66;9.55
10-25€;teufel-daparto;2018-12-16;2018;2018-04-01;2018-12-01;6;3.0;34.09;4.0;0.0;66.27;32.18;10.85
25-50€;teufel-daparto;2018-12-16;2018;2018-04-01;2018-12-01;6;1.66;99.06;3.0;0.0;144.68;45.62;23.09
 0- 5€;partsrunner-ebay;2018-12-16;2018;2018-04-01;2018-12-01;6;54.0;102.54;103.0;6.0;485.93;384.75;100.84
 5-10€;partsrunner-ebay;2018-12-16;2018;2018-04-01;2018-12-01;6;25.5;182.07;28.0;0.0;363.28;185.83;29.32
 > 50€;partsrunner-ebay;2018-12-16;2018;2018-04-01;2018-12-01;6;9.0;860.1;9.0;1.0;1263.16;403.06;223.94
10-25€;partsrunner-ebay;2018-12-16;2018;2018-04-01;2018-12-01;6;24.5;525.42;31.0;4.0;956.82;431.4;202.22
25-50€;partsrunner-ebay;2018-12-16;2018;2018-04-01;2018-12-01;6;17.0;556.35;22.0;0.0;834.32;300.08;118.77
 0- 5€;partsrunner-daparto;2018-12-16;2018;2018-04-01;2018-12-01;6;5.93;42.53;19.0;0.0;92.72;50.19;1.02
 5-10€;partsrunner-daparto;2018-12-16;2018;2018-04-01;2018-12-01;6;6.1;117.38;23.0;0.0;197.81;80.43;23.83
 > 50€;partsrunner-daparto;2018-12-16;2018;2018-04-01;2018-12-01;6;4.0;262.47;19.0;0.0;383.07;120.6;70.26
10-25€;partsrunner-daparto;2018-12-16;2018;2018-04-01;2018-12-01;6;6.94;225.81;23.0;0.0;348.08;123.42;50.15
25-50€;partsrunner-daparto;2018-12-16;2018;2018-04-01;2018-12-01;6;8.0;361.05;28.0;0.0;508.92;156.07;60.28
 > 50€;teufel-tyre24;2018-12-16;2018;2018-04-01;2018-12-01;6;1.0;62.88;1.0;0.0;79.42;16.54;7.22
10-25€;teufel-tyre24;2018-12-16;2018;2018-04-01;2018-12-01;6;2.5;36.82;3.0;0.0;58.78;25.41;7.06
25-50€;teufel-tyre24;2018-12-16;2018;2018-04-01;2018-12-01;6;1.5;56.89;2.0;0.0;87.86;30.97;16.36
 0- 5€;teufel-shop;2018-12-17;2018;2018-04-01;2018-12-01;0;32.8;418.24;182.0;0.0;1421.18;1011.08;30.74
 5-10€;teufel-shop;2018-12-17;2018;2018-04-01;2018-12-01;0;36.6;819.43;183.0;0.0;1352.77;547.2;257.44
 > 50€;teufel-shop;2018-12-17;2018;2018-04-01;2018-12-01;0;26.64;4072.17;139.0;0.0;5707.58;1860.19;1666.89
10-25€;teufel-shop;2018-12-17;2018;2018-04-01;2018-12-01;0;45.56;2111.23;233.0;0.0;3118.42;1051.06;678.38
25-50€;teufel-shop;2018-12-17;2018;2018-04-01;2018-12-01;0;26.23;2478.86;104.0;0.0;3448.76;1066.39;833.83
 0- 5€;teufel-ebay;2018-12-17;2018;2018-04-01;2018-12-01;0;49.5;95.33;82.0;4.0;464.9;370.93;68.89
 5-10€;teufel-ebay;2018-12-17;2018;2018-04-01;2018-12-01;0;23.0;171.25;26.0;0.0;352.29;184.07;33.59
 > 50€;teufel-ebay;2018-12-17;2018;2018-04-01;2018-12-01;0;21.0;2041.1;23.0;0.0;2699.35;690.5;328.51
10-25€;teufel-ebay;2018-12-17;2018;2018-04-01;2018-12-01;0;38.0;616.23;42.0;6.0;1079.9;488.74;153.78
25-50€;teufel-ebay;2018-12-17;2018;2018-04-01;2018-12-01;0;25.5;902.55;34.0;1.0;1393.86;489.58;224.9
 0- 5€;teufel-daparto;2018-12-17;2018;2018-04-01;2018-12-01;0;2.0;11.9;11.0;0.0;28.14;16.24;2.34
 5-10€;teufel-daparto;2018-12-17;2018;2018-04-01;2018-12-01;0;5.0;33.3;5.0;0.0;72.58;39.28;12.27
10-25€;teufel-daparto;2018-12-17;2018;2018-04-01;2018-12-01;0;1.0;16.95;1.0;0.0;27.36;10.41;3.92
25-50€;teufel-daparto;2018-12-17;2018;2018-04-01;2018-12-01;0;1.0;29.14;1.0;0.0;48.0;18.86;7.41
25-50€;partsrunner-shop;2018-12-17;2018;2018-04-01;2018-12-01;0;1.0;35.9;1.0;0.0;54.76;18.86;14.31
 0- 5€;partsrunner-ebay;2018-12-17;2018;2018-04-01;2018-12-01;0;56.5;91.48;102.0;5.0;483.11;395.61;68.83
 5-10€;partsrunner-ebay;2018-12-17;2018;2018-04-01;2018-12-01;0;25.5;199.08;33.0;1.0;441.46;242.38;81.68
 > 50€;partsrunner-ebay;2018-12-17;2018;2018-04-01;2018-12-01;0;8.5;642.29;18.0;2.0;909.17;332.18;152.24
10-25€;partsrunner-ebay;2018-12-17;2018;2018-04-01;2018-12-01;0;41.99;796.53;52.0;5.0;1430.6;634.07;264.91
25-50€;partsrunner-ebay;2018-12-17;2018;2018-04-01;2018-12-01;0;22.5;773.29;30.0;2.0;1215.74;464.0;217.99
